corpus_id,entry_no,definition,entry_type,failed_slot,corpus_form,generated_forms,h_root,h_alt_tag,aspect_class,prefix_class,tense_present_class,set_a,plural,animate_objects,present,present_1sg,imperfective,perfective,imperative,infinitive
244,250,he/she is spilling it (refers to a liquid or non-liquid like salt‚ sugar),Eventful,infinitive,utsewahsti,uatsewihsti; utsewihsti,atsew,[H_alt=none],i-a-i,a_stem,a_present,True,False,False,atsewi'a,katsewi'a,atsewihsko'i,utsewv'i,hatsewa,utsewahsti
263,270,he/she is swallowing it,Eventful,present_1sg,tsi'kihska,tsikhihska,khi,[H_alt=none],sk-s-hi-hihst,cons_stem,a_present,True,False,True,akhihska,tsi'kihska,akhihsko'i,ukhihsv'i,hikhihi,ukhihihsti
263,270,he/she is swallowing it,Eventful,present_1sg,tsi'kihska,tsikhihska,khi,[H_alt=none],sk-s-hi-hihst,cons_stem,a_present,True,False,False,akhihska,tsi'kihska,akhihsko'i,ukhihsv'i,hikhihi,ukhihihsti
283,290,he/she is waiting for him/her,StativeNoImp,perfective,ukhthitv'i,akhthiyv'i,khthiy,[H_alt=vowel_a],stative,cons_stem,a_present,True,False,False,akhthiya,tsikathiya,akhthiyo'i,ukhthitv'i,hikathita,ukhthitihsti
283,290,he/she is waiting for him/her,StativeNoImp,perfective,ukhthitv'i,akhthiyv'i,khthiy,[H_alt=vowel_a],stative,cons_stem,a_present,True,False,True,akhthiya,tsikathiya,akhthiyo'i,ukhthitv'i,hikathita,ukhthitihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvhs,[H_alt=vowel_a],stative-k,cons_stem,a_present,True,False,True,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvhs,[H_alt=vowel_a],stative-k,cons_stem,a_present,True,False,False,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvhsk,[H_alt=vowel_a],stative,cons_stem,a_present,True,False,True,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvhsk,[H_alt=vowel_a],stative,cons_stem,a_present,True,False,False,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvs,[H_alt=vowel_a],stative-k,cons_stem,a_present,True,False,True,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvs,[H_alt=vowel_a],stative-k,cons_stem,a_present,True,False,False,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvsk,[H_alt=vowel_a],stative,cons_stem,a_present,True,False,True,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
286,293,he/she is becoming wise,StativeNoImp,perfective,ukhthohvhsv'i,akhthohvhskv'i,khthohvsk,[H_alt=vowel_a],stative,cons_stem,a_present,True,False,False,akhthohvhska,tsikathohvhska,akhthohvhsko'i,ukhthohvhsv'i,hikhtho'vhi,ukhtho'vhihsti
291,298,he/she is dipping liquid,Eventful,present_1sg,tsi'kuki'a,tsikhuki'a,khu,[H_alt=none],rev-gi,cons_stem,a_present,True,False,True,akhuki'a,tsi'kuki'a,akhukihsko'i,ukhukihsv'i,hikhuki,ukhukihsti
291,298,he/she is dipping liquid,Eventful,present_1sg,tsi'kuki'a,tsikhuki'a,khu,[H_alt=none],rev-gi,cons_stem,a_present,True,False,False,akhuki'a,tsi'kuki'a,akhukihsko'i,ukhukihsv'i,hikhuki,ukhukihsti
291,298,he/she is dipping liquid,Eventful,present_1sg,tsi'kuki'a,tsikhuki'a,khuk,[H_alt=none],rev-i,cons_stem,a_present,True,False,False,akhuki'a,tsi'kuki'a,akhukihsko'i,ukhukihsv'i,hikhuki,ukhukihsti
291,298,he/she is dipping liquid,Eventful,present_1sg,tsi'kuki'a,tsikhuki'a,khuk,[H_alt=none],rev-i,cons_stem,a_present,True,False,True,akhuki'a,tsi'kuki'a,akhukihsko'i,ukhukihsv'i,hikhuki,ukhukihsti
305,312,he/she is placing it in an upright position (refers to a long object),Eventful,present_1sg,kaletiha,tsiyalehtiha,aleht,[H_alt=none],cause,a_stem,a_present,True,False,True,alehtiha,kaletiha,alehtihsko'i,ulehthanv'i,halehta,ulehtohti
305,312,he/she is placing it in an upright position (refers to a long object),Eventful,present_1sg,kaletiha,kalehtiha,aleht,[H_alt=none],cause,a_stem,a_present,True,False,False,alehtiha,kaletiha,alehtihsko'i,ulehthanv'i,halehta,ulehtohti
311,318,it’s boiling,Eventful,infinitive,ulilhti,ualitlhti; ulitlhti,alitl,[H_alt=none],ih-vh,a_stem,a_present,True,False,False,alitliha,,alitlihsko'i,ulitlvhv'i,,ulilhti
311,318,it’s boiling,Eventful,infinitive,ulilhti,ualitlhti; ulitlhti,alitl,[H_alt=none],ih-vh,a_stem,a_present,True,False,True,alitliha,,alitlihsko'i,ulitlvhv'i,,ulilhti
335,342,he/she is shaking his/her head,Eventful,infinitive,ulhstvnhti,ualhstvnhsti; ulhstvnhsti,alhstvn,[H_alt=vowel_i],hih-hil,a_stem,a_present,True,False,False,alhstvnhiha,kalihstvnhiha,alhstvnhiho'i,ulhstvnhilv'i,halhstvnhka,ulhstvnhti
342,349,he/she is putting his/her hat on,Eventful,infinitive,ulhskwethuhsti,ualhskwethuhti; ulhskwethuhti,alhskwethu,[H_alt=vowel_i],hvsk-nh,a_stem,a_present,True,False,False,alhskwethuhvhska,kalihskwethuhvhska,alhskwethuhvhsko'i,ulhskwethunhv'i,halhskwethuhvka,ulhskwethuhsti
389,396,he/she is closing it,Eventful,infinitive,uhstuti,uhstuhti,hstu,[H_alt=none],hvsk-nh,cons_stem,a_present,True,False,True,ahstuhvhska,tsihstuhvhska,ahstuhvhsko'i,uhstunhv'i,hihstuhvka,uhstuti
389,396,he/she is closing it,Eventful,infinitive,uhstuti,uhstuhti,hstu,[H_alt=none],hvsk-nh,cons_stem,a_present,True,False,False,ahstuhvhska,tsihstuhvhska,ahstuhvhsko'i,uhstunhv'i,hihstuhvka,uhstuti
395,402,he/she is showing him/her,Eventful,infinitive,uhshehti,uahsehehti; uhsehehti,ahseh,[H_alt=none],apl,a_stem,a_present,True,False,True,ahseheha,tsiyahseheha,ahseheho'i,uhsehelv'i,hiyahsehihsi,uhshehti
395,402,he/she is showing him/her,Eventful,infinitive,uhshehti,uahsehehti; uhsehehti,aseh,[H_alt=none],apl,a_stem,a_present,True,False,True,ahseheha,tsiyahseheha,ahseheho'i,uhsehelv'i,hiyahsehihsi,uhshehti
401,408,he/she is afraid,StativeNoImp,perfective,uhskalv'i,ahskahv'i,hska,[H_alt=none],stative-h,cons_stem,a_present,True,False,True,ahskaha,tsihskaha,ahskaho'i,uhskalv'i,hihskaya,uhskahsti
401,408,he/she is afraid,StativeNoImp,perfective,uhskalv'i,ahskahv'i,hska,[H_alt=none],stative-h,cons_stem,a_present,True,False,False,ahskaha,tsihskaha,ahskaho'i,uhskalv'i,hihskaya,uhskahsti
401,408,he/she is afraid,StativeNoImp,perfective,uhskalv'i,ahskahv'i,hskah,[H_alt=none],stative,cons_stem,a_present,True,False,True,ahskaha,tsihskaha,ahskaho'i,uhskalv'i,hihskaya,uhskahsti
401,408,he/she is afraid,StativeNoImp,perfective,uhskalv'i,ahskahv'i,hskah,[H_alt=none],stative,cons_stem,a_present,True,False,False,ahskaha,tsihskaha,ahskaho'i,uhskalv'i,hihskaya,uhskahsti
402,409,he/she is biting him/her,StativeNoImp,perfective,uhskalhtsv'i,ahskalhkv'i,hskalh,[H_alt=none],stative-k,cons_stem,a_present,True,False,True,ahskalhka,tsihskalhka,ahskalhko'i,uhskalhtsv'i,hihskala,uhskalhsti
402,409,he/she is biting him/her,StativeNoImp,perfective,uhskalhtsv'i,ahskalhkv'i,hskalh,[H_alt=none],stative-k,cons_stem,a_present,True,False,False,ahskalhka,tsihskalhka,ahskalhko'i,uhskalhtsv'i,hihskala,uhskalhsti
402,409,he/she is biting him/her,StativeNoImp,perfective,uhskalhtsv'i,ahskalhkv'i,hskalhk,[H_alt=none],stative,cons_stem,a_present,True,False,False,ahskalhka,tsihskalhka,ahskalhko'i,uhskalhtsv'i,hihskala,uhskalhsti
402,409,he/she is biting him/her,StativeNoImp,perfective,uhskalhtsv'i,ahskalhkv'i,hskalhk,[H_alt=none],stative,cons_stem,a_present,True,False,True,ahskalhka,tsihskalhka,ahskalhko'i,uhskalhtsv'i,hihskala,uhskalhsti
410,417,he/she is dreaming about him/her,Eventful,imperative,hiyahskitsa,hahskita; hiyahskita,ahskit,[H_alt=none],sk-s-a,a_stem,a_present,True,False,True,ahskitska,tsiyahskitska,ahskitsko'i,uhskitsv'i,hiyahskitsa,uhskitsti
410,417,he/she is dreaming about him/her,Eventful,imperative,hiyahskitsa,hahskit; hiyahskit,ahskit,[H_alt=none],sk-s-hst,a_stem,a_present,True,False,True,ahskitska,tsiyahskitska,ahskitsko'i,uhskitsv'i,hiyahskitsa,uhskitsti
410,417,he/she is dreaming about him/her,Eventful,imperative,hiyahskitsa,hahskitla; hiyahskitla,ahskit,[H_alt=none],sk-s-la,a_stem,a_present,True,False,True,ahskitska,tsiyahskitska,ahskitsko'i,uhskitsv'i,hiyahskitsa,uhskitsti
410,417,he/she is dreaming about him/her,Eventful,imperative,hiyahskitsa,hahskita; hiyahskita,askit,[H_alt=none],sk-s-a,a_stem,a_present,True,False,True,ahskitska,tsiyahskitska,ahskitsko'i,uhskitsv'i,hiyahskitsa,uhskitsti
410,417,he/she is dreaming about him/her,Eventful,imperative,hiyahskitsa,hahskit; hiyahskit,askit,[H_alt=none],sk-s-hst,a_stem,a_present,True,False,True,ahskitska,tsiyahskitska,ahskitsko'i,uhskitsv'i,hiyahskitsa,uhskitsti
410,417,he/she is dreaming about him/her,Eventful,imperative,hiyahskitsa,hahskitla; hiyahskitla,askit,[H_alt=none],sk-s-la,a_stem,a_present,True,False,True,ahskitska,tsiyahskitska,ahskitsko'i,uhskitsv'i,hiyahskitsa,uhskitsti
414,421,he/she is erasing it,Eventful,perfective,uhskolvti'i,uhskolvtv'i,hskolvt,[H_alt=none],i-a-i,cons_stem,a_present,True,False,False,ahskolvti'a,tsihskolvti'a,ahskolvtihsko'i,uhskolvti'i,hihskolvta,uhskolvtihsti
414,421,he/she is erasing it,Eventful,perfective,uhskolvti'i,uhskolvtv'i,hskolvt,[H_alt=none],i-a-i,cons_stem,a_present,True,False,True,ahskolvti'a,tsihskolvti'a,ahskolvtihsko'i,uhskolvti'i,hihskolvta,uhskolvtihsti
428,435,he/she is sucking it,Eventful,imperative,hihskwanutsa,hihskwanuta,hskwanut,[H_alt=none],sk-s-a,cons_stem,a_present,True,False,True,ahskwanutska,tsihskwanutska,ahskwanutsko'i,uhskwanutsv'i,hihskwanutsa,uhskwanutsti
428,435,he/she is sucking it,Eventful,imperative,hihskwanutsa,hihskwanuta,hskwanut,[H_alt=none],sk-s-a,cons_stem,a_present,True,False,False,ahskwanutska,tsihskwanutska,ahskwanutsko'i,uhskwanutsv'i,hihskwanutsa,uhskwanutsti
428,435,he/she is sucking it,Eventful,imperative,hihskwanutsa,hihskwanut,hskwanut,[H_alt=none],sk-s-hst,cons_stem,a_present,True,False,False,ahskwanutska,tsihskwanutska,ahskwanutsko'i,uhskwanutsv'i,hihskwanutsa,uhskwanutsti
428,435,he/she is sucking it,Eventful,imperative,hihskwanutsa,hihskwanut,hskwanut,[H_alt=none],sk-s-hst,cons_stem,a_present,True,False,True,ahskwanutska,tsihskwanutska,ahskwanutsko'i,uhskwanutsv'i,hihskwanutsa,uhskwanutsti
428,435,he/she is sucking it,Eventful,imperative,hihskwanutsa,hihskwanutla,hskwanut,[H_alt=none],sk-s-la,cons_stem,a_present,True,False,False,ahskwanutska,tsihskwanutska,ahskwanutsko'i,uhskwanutsv'i,hihskwanutsa,uhskwanutsti
428,435,he/she is sucking it,Eventful,imperative,hihskwanutsa,hihskwanutla,hskwanut,[H_alt=none],sk-s-la,cons_stem,a_present,True,False,True,ahskwanutska,tsihskwanutska,ahskwanutsko'i,uhskwanutsv'i,hihskwanutsa,uhskwanutsti
463,470,he/she is holding his/her breath,Eventful,present_1sg,ka'tawhohstiha,tsiyathawhohstiha,athawhohst,[H_alt=none],cause,a_stem,a_present,True,False,True,athawhohstiha,ka'tawhohstiha,athawhohstihsko'i,uthawhohsthanv'i,hathawhohsta,uthawhohstohti
463,470,he/she is holding his/her breath,Eventful,present_1sg,ka'tawhohstiha,kathawhohstiha,athawhohst,[H_alt=none],cause,a_stem,a_present,True,False,False,athawhohstiha,ka'tawhohstiha,athawhohstihsko'i,uthawhohsthanv'i,hathawhohsta,uthawhohstohti
463,470,he/she is holding his/her breath,Eventful,present_1sg,ka'tawhohstiha,tsiyathawhohstiha,athawhost,[H_alt=none],cause,a_stem,a_present,True,False,True,athawhohstiha,ka'tawhohstiha,athawhohstihsko'i,uthawhohsthanv'i,hathawhohsta,uthawhohstohti
463,470,he/she is holding his/her breath,Eventful,present_1sg,ka'tawhohstiha,kathawhohstiha,athawhost,[H_alt=none],cause,a_stem,a_present,True,False,False,athawhohstiha,ka'tawhohstiha,athawhohstihsko'i,uthawhohsthanv'i,hathawhohsta,uthawhohstohti
465,472,he/she is drilling a hole,Eventful,imperative,hithalaka,hithalea,thale,[H_alt=none],sk-s-a,cons_stem,a_present,True,False,True,athalehska,tsithalehska,athalehsko'i,uthalehsv'i,hithalaka,uthalehsti
465,472,he/she is drilling a hole,Eventful,imperative,hithalaka,hithalea,thale,[H_alt=none],sk-s-a,cons_stem,a_present,True,False,False,athalehska,tsithalehska,athalehsko'i,uthalehsv'i,hithalaka,uthalehsti
465,472,he/she is drilling a hole,Eventful,imperative,hithalaka,hithale,thale,[H_alt=none],sk-s-hst,cons_stem,a_present,True,False,True,athalehska,tsithalehska,athalehsko'i,uthalehsv'i,hithalaka,uthalehsti
465,472,he/she is drilling a hole,Eventful,imperative,hithalaka,hithale,thale,[H_alt=none],sk-s-hst,cons_stem,a_present,True,False,False,athalehska,tsithalehska,athalehsko'i,uthalehsv'i,hithalaka,uthalehsti
465,472,he/she is drilling a hole,Eventful,imperative,hithalaka,hithalela,thale,[H_alt=none],sk-s-la,cons_stem,a_present,True,False,False,athalehska,tsithalehska,athalehsko'i,uthalehsv'i,hithalaka,uthalehsti
465,472,he/she is drilling a hole,Eventful,imperative,hithalaka,hithalela,thale,[H_alt=none],sk-s-la,cons_stem,a_present,True,False,True,athalehska,tsithalehska,athalehsko'i,uthalehsv'i,hithalaka,uthalehsti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,kathahskihstiha,athahskihst,[H_alt=none],cause,a_stem,a_present,True,False,False,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,tsiyathahskihstiha,athahskihst,[H_alt=none],cause,a_stem,a_present,True,False,True,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,kathahskihstiha,athahskist,[H_alt=none],cause,a_stem,a_present,True,False,False,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,tsiyathahskihstiha,athahskist,[H_alt=none],cause,a_stem,a_present,True,False,True,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,kathahskihstiha,athaskihst,[H_alt=none],cause,a_stem,a_present,True,False,False,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,tsiyathahskihstiha,athaskihst,[H_alt=none],cause,a_stem,a_present,True,False,True,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,tsiyathahskihstiha,athaskist,[H_alt=none],cause,a_stem,a_present,True,False,True,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
470,477,he/she is exploding it,Eventful,present_1sg,tsithahskihstiha,kathahskihstiha,athaskist,[H_alt=none],cause,a_stem,a_present,True,False,False,athahskihstiha,tsithahskihstiha,athahskihstihsko'i,uthahskihsthanv'i,hathahskihsta,uthahskihstohti
473,480,he/she is combing someone’s hair,Eventful,infinitive,uthahsohsti,uthawohsti,thaw,[H_alt=none],o,cons_stem,a_present,True,False,True,athawo'a,tsithawo'a,athawohsko'i,uthawo'v'i,hithawotsa,uthahsohsti
473,480,he/she is combing someone’s hair,Eventful,infinitive,uthahsohsti,uthawohsti,thaw,[H_alt=none],o,cons_stem,a_present,True,False,False,athawo'a,tsithawo'a,athawohsko'i,uthawo'v'i,hithawotsa,uthahsohsti
475,482,he/she is joining,Eventful,present_1sg,kate'lati'a,tsiyathelati'a,athelat,[H_alt=none],i-a-i,a_stem,a_present,True,False,True,athelati'a,kate'lati'a,athelatihsko'i,uthelatv'i,hathelata,uthelatihsti
475,482,he/she is joining,Eventful,present_1sg,kate'lati'a,kathelati'a,athelat,[H_alt=none],i-a-i,a_stem,a_present,True,False,False,athelati'a,kate'lati'a,athelatihsko'i,uthelatv'i,hathelata,uthelatihsti
480,487,he/she is arguing,Eventful,present_1sg,ka'tiyohiha,kathiyohiha,athiyo,[H_alt=none],hih-lh,a_stem,a_present,True,False,False,athiyohiha,ka'tiyohiha,athiyohiho'i,uthiyolhv'i,hathiyoka,uthiyohsti
480,487,he/she is arguing,Eventful,present_1sg,ka'tiyohiha,tsiyathiyohiha,athiyo,[H_alt=none],hih-lh,a_stem,a_present,True,False,True,athiyohiha,ka'tiyohiha,athiyohiho'i,uthiyolhv'i,hathiyoka,uthiyohsti
489,496,he/she is taking a bite,Eventful,present_1sg,katsihste'a,tsiyatste'a,athst,[H_alt=none],rev-e,a_stem,a_present,True,False,True,atste'a,katsihste'a,atstehsko'i,utstehsv'i,hatstaki,utstehsti
489,496,he/she is taking a bite,Eventful,present_1sg,katsihste'a,katste'a,athst,[H_alt=none],rev-e,a_stem,a_present,True,False,False,atste'a,katsihste'a,atstehsko'i,utstehsv'i,hatstaki,utstehsti
489,496,he/she is taking a bite,Eventful,present_1sg,katsihste'a,tsiyatste'a,atst,[H_alt=none],rev-e,a_stem,a_present,True,False,True,atste'a,katsihste'a,atstehsko'i,utstehsv'i,hatstaki,utstehsti
489,496,he/she is taking a bite,Eventful,present_1sg,katsihste'a,katste'a,atst,[H_alt=none],rev-e,a_stem,a_present,True,False,False,atste'a,katsihste'a,atstehsko'i,utstehsv'i,hatstaki,utstehsti
490,497,he/she is lying,Eventful,present_1sg,katsihsko'vhska,katsko'vhska,athsko,[H_alt=none],vsk-post-v,a_stem,a_present,True,False,False,atsko'vhska,katsihsko'vhska,atsko'vhsko'i,utskonv'i,hatsko'vka,utskoti
490,497,he/she is lying,Eventful,present_1sg,katsihsko'vhska,tsiyatsko'vhska,athsko,[H_alt=none],vsk-post-v,a_stem,a_present,True,False,True,atsko'vhska,katsihsko'vhska,atsko'vhsko'i,utskonv'i,hatsko'vka,utskoti
490,497,he/she is lying,Eventful,present_1sg,katsihsko'vhska,katsko'vhska,atsko,[H_alt=none],vsk-post-v,a_stem,a_present,True,False,False,atsko'vhska,katsihsko'vhska,atsko'vhsko'i,utskonv'i,hatsko'vka,utskoti
490,497,he/she is lying,Eventful,present_1sg,katsihsko'vhska,tsiyatsko'vhska,atsko,[H_alt=none],vsk-post-v,a_stem,a_present,True,False,True,atsko'vhska,katsihsko'vhska,atsko'vhsko'i,utskonv'i,hatsko'vka,utskoti
491,498,he/she is taking a drink (refers to alcoholic beverage),Eventful,present_1sg,ka'tuki'a,tsiyathuki'a,athu,[H_alt=none],rev-gi,a_stem,a_present,True,False,True,athuki'a,ka'tuki'a,athukihsko'i,uthukihsv'i,hathuki,uthukihsti
491,498,he/she is taking a drink (refers to alcoholic beverage),Eventful,present_1sg,ka'tuki'a,kathuki'a,athu,[H_alt=none],rev-gi,a_stem,a_present,True,False,False,athuki'a,ka'tuki'a,athukihsko'i,uthukihsv'i,hathuki,uthukihsti
491,498,he/she is taking a drink (refers to alcoholic beverage),Eventful,present_1sg,ka'tuki'a,kathuki'a,athuk,[H_alt=none],rev-i,a_stem,a_present,True,False,False,athuki'a,ka'tuki'a,athukihsko'i,uthukihsv'i,hathuki,uthukihsti
491,498,he/she is taking a drink (refers to alcoholic beverage),Eventful,present_1sg,ka'tuki'a,tsiyathuki'a,athuk,[H_alt=none],rev-i,a_stem,a_present,True,False,True,athuki'a,ka'tuki'a,athukihsko'i,uthukihsv'i,hathuki,uthukihsti
498,505,he/she is growing,Eventful,present_1sg,ka'tvhska,kathvhska,athv,[H_alt=none],sk-s-hi-hihst,a_stem,a_present,True,False,False,athvhska,ka'tvhska,athvhsko'i,uthvhsv'i,hathvhi,uthvhihsti
498,505,he/she is growing,Eventful,present_1sg,ka'tvhska,tsiyathvhska,athv,[H_alt=none],sk-s-hi-hihst,a_stem,a_present,True,False,True,athvhska,ka'tvhska,athvhsko'i,uthvhsv'i,hathvhi,uthvhihsti
504,511,he/she is distributing it,StativeNoImp,perfective,uyatholhv'i,ayathohihv'i,yathohi,[H_alt=none],stative-h,cons_stem,a_present,True,False,False,ayathohiha,tsiyathohiha,ayathohiho'i,uyatholhv'i,hiyathohi,uyathohihsti
504,511,he/she is distributing it,StativeNoImp,perfective,uyatholhv'i,ayathohihv'i,yathohi,[H_alt=none],stative-h,cons_stem,a_present,True,False,True,ayathohiha,tsiyathohiha,ayathohiho'i,uyatholhv'i,hiyathohi,uyathohihsti
504,511,he/she is distributing it,StativeNoImp,perfective,uyatholhv'i,ayathohihv'i,yathohih,[H_alt=none],stative,cons_stem,a_present,True,False,False,ayathohiha,tsiyathohiha,ayathohiho'i,uyatholhv'i,hiyathohi,uyathohihsti
504,511,he/she is distributing it,StativeNoImp,perfective,uyatholhv'i,ayathohihv'i,yathohih,[H_alt=none],stative,cons_stem,a_present,True,False,True,ayathohiha,tsiyathohiha,ayathohiho'i,uyatholhv'i,hiyathohi,uyathohihsti
512,519,it’s crowing (refers to a rooster),StativeNoImp,perfective,uyvlhsv'i,ayhkv'i; kayhkv'i,ayh,[H_alt=none],stative-k,a_stem,a_present,True,False,False,ayhka,kayhka,ayhko'i,uyvlhsv'i,hayvla,uyvlhihsti
512,519,it’s crowing (refers to a rooster),StativeNoImp,perfective,uyvlhsv'i,ayhkv'i; kayhkv'i,ayhk,[H_alt=none],stative,a_stem,a_present,True,False,False,ayhka,kayhka,ayhko'i,uyvlhsv'i,hayvla,uyvlhihsti
517,524,he/she is taking a break,Eventful,present_1sg,tsi'yohihstiha,tsiyohihstiha,yohihst,[H_alt=none],cause,cons_stem,a_present,True,False,True,ayohihstiha,tsi'yohihstiha,ayohihstihsko'i,uyohihsthanv'i,hiyohihsta,uyohihstohti
517,524,he/she is taking a break,Eventful,present_1sg,tsi'yohihstiha,tsiyohihstiha,yohihst,[H_alt=none],cause,cons_stem,a_present,True,False,False,ayohihstiha,tsi'yohihstiha,ayohihstihsko'i,uyohihsthanv'i,hiyohihsta,uyohihstohti
517,524,he/she is taking a break,Eventful,present_1sg,tsi'yohihstiha,tsiyohihstiha,yohist,[H_alt=none],cause,cons_stem,a_present,True,False,True,ayohihstiha,tsi'yohihstiha,ayohihstihsko'i,uyohihsthanv'i,hiyohihsta,uyohihstohti
517,524,he/she is taking a break,Eventful,present_1sg,tsi'yohihstiha,tsiyohihstiha,yohist,[H_alt=none],cause,cons_stem,a_present,True,False,False,ayohihstiha,tsi'yohihstiha,ayohihstihsko'i,uyohihsthanv'i,hiyohihsta,uyohihstohti
546,556,he/she is teaching,Eventful,perfective,tuteyonhv'i,tuateyhohanv'i; tuteyhohanv'i,ateyho,[H_alt=drop],hvsk-han,a_stem,a_present,True,False,False,tateyhohvhska,tekateyohvhska,tateyhohvhsko'i,tuteyonhv'i,thateyhohvka,tsuteyhohti
546,556,he/she is teaching,Eventful,perfective,tuteyonhv'i,tuateyhonv'i; tuteyhonv'i,ateyho,[H_alt=drop],hvsk-n,a_stem,a_present,True,False,False,tateyhohvhska,tekateyohvhska,tateyhohvhsko'i,tuteyonhv'i,thateyhohvka,tsuteyhohti
546,556,he/she is teaching,Eventful,perfective,tuteyonhv'i,tuateyhonhv'i; tuteyhonhv'i,ateyho,[H_alt=drop],hvsk-nh,a_stem,a_present,True,False,False,tateyhohvhska,tekateyohvhska,tateyhohvhsko'i,tuteyonhv'i,thateyhohvka,tsuteyhohti
546,556,he/she is teaching,Eventful,perfective,tuteyonhv'i,tuateyhonhv'i; tuteyhonhv'i,ateyho,[H_alt=drop],hvsk-nh,a_stem,a_present,True,False,False,tateyhohvhska,tekateyohvhska,tateyhohvhsko'i,tuteyonhv'i,thateyhohvka,tsuteyhohti
557,567,he/she is changing clothes,Eventful,present_1sg,tekaniwa'iyv'a,tetsiyanhawa'iyv'a,anhawa'iy,[H_alt=none],v-vhs,a_stem,a_present,True,False,True,tanhawa'iyv'a,tekaniwa'iyv'a,tanhawa'iyvhsko'i,tunhawa'iyvhsv'i,thanhawa'iyvna,tsunhawa'iyvhsti
557,567,he/she is changing clothes,Eventful,present_1sg,tekaniwa'iyv'a,tekanhawa'iyv'a,anhawa'iy,[H_alt=none],v-vhs,a_stem,a_present,True,False,False,tanhawa'iyv'a,tekaniwa'iyv'a,tanhawa'iyvhsko'i,tunhawa'iyvhsv'i,thanhawa'iyvna,tsunhawa'iyvhsti
558,568,he/she is undressing,Eventful,present_1sg,tekaniwe'a,tetsiyanhawe'a,anhaw,[H_alt=none],rev-e,a_stem,a_present,True,False,True,tanhawe'a,tekaniwe'a,tanhawehsko'i,tunhawehsv'i,thanhawaki,tsunhawehsti
558,568,he/she is undressing,Eventful,present_1sg,tekaniwe'a,tekanhawe'a,anhaw,[H_alt=none],rev-e,a_stem,a_present,True,False,False,tanhawe'a,tekaniwe'a,tanhawehsko'i,tunhawehsv'i,thanhawaki,tsunhawehsti
559,569,he/she is putting on clothes,Eventful,present_1sg,tekaniwo'a,tekanhawo'a,anhaw,[H_alt=none],o,a_stem,a_present,True,False,False,tanhawo'a,tekaniwo'a,tanhawohsko'i,tunhawo'v'i,thanhawotsa,tsunhawohsti
